itemid,name,phase,stack_size,ah_category,flags,base_sell,rare,scroll,can_equip,vendor_item,crystal,craft_input,nq_output,hq_output,restricted_input,restricted_nq_output,restricted_hq_output,input_min_skill,nq_min_skill,hq_min_skill,fish_skill,provenance,market_class,allowed,rejection_reason
9779,letter_from_reisenjima,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9780,ambuscade_voucher_weapon,SEED,12,0,28736,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9781,ambuscade_voucher_back,SEED,12,0,28736,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9782,abdhaljs_nugget,SEED,99,0,28736,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9783,abdhaljs_gem,SEED,99,0,28736,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9784,abdhaljs_anima,SEED,99,0,28736,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9785,chunk_of_abdhaljs_matter,SEED,99,0,28736,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9830,moldy_weapon,SEED,12,65,4,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9831,moldy_dagger,SEED,12,65,4,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9832,moldy_sword,SEED,12,65,4,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9833,moldy_greatsword,SEED,12,65,4,5775,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_SEED_SOURCE
9834,moldy_axe,SEED,12,65,4,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9835,moldy_great_axe,SEED,12,65,4,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9836,moldy_polearm,SEED,12,65,4,5775,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_SEED_SOURCE
9837,moldy_scythe,SEED,12,65,4,5775,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_SEED_SOURCE
9838,moldy_katana,SEED,12,65,4,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9839,moldy_great_katana,SEED,12,65,4,5775,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_SEED_SOURCE
9840,moldy_club,SEED,12,65,4,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9841,moldy_staff,SEED,12,65,4,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9843,moldy_crossbow,SEED,12,65,4,5775,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_SEED_SOURCE
9844,ratnaraj,SEED,12,65,4,1925,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_SEED_SOURCE
9845,chunk_of_relic_adaman,SEED,12,65,4,1925,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_SEED_SOURCE
9846,ruby_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9847,sapphire_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9848,seedstone_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9849,iolite_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9850,pyrope_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9851,peridot_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9852,diamond_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9853,obsidian_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9854,topaz_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9855,alexandrite_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9856,malachite_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9857,amber_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9858,tanzanite_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9859,andalusite_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9860,rutile_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9861,lapis_lazuli_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9862,jadeite_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9863,sardonyx_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9864,sunstone_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9865,moonstone_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9866,emerald_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9867,apatite_crystal,SEED,12,65,4,1925,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9868,moldy_nodowa,SEED,12,65,4,0,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9869,moldy_stole,SEED,12,65,4,0,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9870,moldy_bead_necklace,SEED,12,65,4,0,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9871,moldy_gorget,SEED,12,65,4,0,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9872,moldy_torque,SEED,12,65,4,0,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9873,moldy_collar,SEED,12,65,4,3850,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9874,moldy_charm,SEED,12,65,4,0,False,False,False,False,False,True,False,False,False,False,False,110.0,,,,CRAFT_INPUT,PROTECTED,False,NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9875,crystal_of_swart_astral_detritus,SEED,99,65,4,5775,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_SEED_SOURCE
9876,crystal_of_murky_astral_detritus,SEED,99,65,0,1925,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_SEED_SOURCE
9877,heroism_crystal,SEED,99,65,4,5775,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_SEED_SOURCE
9878,heroism_aggregate,SEED,99,65,0,7700,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_SEED_SOURCE
9879,mog_kupon_w-rmea,SEED,99,0,28736,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9880,tension_spring_v,SEED,12,61,4,0,False,False,False,True,False,False,False,False,False,True,True,,,,,RESTRICTED_NQ_OUTPUT|RESTRICTED_HQ_OUTPUT,PROTECTED,False,NO_BASE_SELL_VALUE|NPC_VENDOR|KEYITEM_ONLY_NQ_OUTPUT|KEYITEM_ONLY_HQ_OUTPUT|NOT_SEED_SOURCE
9881,loudspeaker_v,SEED,12,61,4,962,False,False,False,True,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NPC_VENDOR|NOT_SEED_SOURCE
9882,tranquilizer_iv,SEED,12,61,4,962,False,False,False,True,False,False,False,False,False,True,True,,,,,RESTRICTED_NQ_OUTPUT|RESTRICTED_HQ_OUTPUT,PROTECTED,False,NPC_VENDOR|KEYITEM_ONLY_NQ_OUTPUT|KEYITEM_ONLY_HQ_OUTPUT|NOT_SEED_SOURCE
9883,stabilizer_v,SEED,12,61,4,0,False,False,False,True,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_BASE_SELL_VALUE|NPC_VENDOR|NOT_SEED_SOURCE
9884,scope_iv,SEED,12,61,4,962,False,False,False,True,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NPC_VENDOR|NOT_SEED_SOURCE
9885,magniplug,SEED,12,61,4,600,False,False,False,True,False,False,False,False,False,True,True,,,,,RESTRICTED_NQ_OUTPUT|RESTRICTED_HQ_OUTPUT,PROTECTED,False,NPC_VENDOR|KEYITEM_ONLY_NQ_OUTPUT|KEYITEM_ONLY_HQ_OUTPUT|NOT_SEED_SOURCE
9886,magniplug_ii,SEED,12,61,4,962,False,False,False,True,False,False,False,False,False,True,True,,,,,RESTRICTED_NQ_OUTPUT|RESTRICTED_HQ_OUTPUT,PROTECTED,False,NPC_VENDOR|KEYITEM_ONLY_NQ_OUTPUT|KEYITEM_ONLY_HQ_OUTPUT|NOT_SEED_SOURCE
9887,arcanoclutch,SEED,12,61,4,600,False,False,False,True,False,False,False,False,False,True,True,,,,,RESTRICTED_NQ_OUTPUT|RESTRICTED_HQ_OUTPUT,PROTECTED,False,NPC_VENDOR|KEYITEM_ONLY_NQ_OUTPUT|KEYITEM_ONLY_HQ_OUTPUT|NOT_SEED_SOURCE
9888,arcanoclutch_ii,SEED,12,61,4,962,False,False,False,True,False,False,False,False,False,True,True,,,,,RESTRICTED_NQ_OUTPUT|RESTRICTED_HQ_OUTPUT,PROTECTED,False,NPC_VENDOR|KEYITEM_ONLY_NQ_OUTPUT|KEYITEM_ONLY_HQ_OUTPUT|NOT_SEED_SOURCE
9889,truesights,SEED,12,61,4,0,False,False,False,True,False,False,False,False,False,True,True,,,,,RESTRICTED_NQ_OUTPUT|RESTRICTED_HQ_OUTPUT,PROTECTED,False,NO_BASE_SELL_VALUE|NPC_VENDOR|KEYITEM_ONLY_NQ_OUTPUT|KEYITEM_ONLY_HQ_OUTPUT|NOT_SEED_SOURCE
9890,tarazacum_orb,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9891,zinnia_orb,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9892,lions_roar,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9893,pile_of_wyrm_ash,SEED,12,0,4096,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9894,rakaznar_key_#a,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9895,rakaznar_key_#b,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9896,rakaznar_key_#c,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9897,rakaznar_key_#d,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9898,rakaznar_plate_#a,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9899,rakaznar_plate_#b,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9900,rakaznar_plate_#c,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9901,rakaznar_plate_#d,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9902,rakaznar_sheet_#a,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9903,rakaznar_sheet_#b,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9904,rakaznar_sheet_#c,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9905,rakaznar_sheet_#d,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9906,rakaznar_shard_#a,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9907,rakaznar_shard_#b,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9908,rakaznar_shard_#c,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9909,rakaznar_shard_#d,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9910,rakaznar_shard_#e,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9911,rakaznar_shard_#f,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9912,rakaznar_shard_#g,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9913,rakaznar_shard_#h,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9914,rakaznar_fragment_#1,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9915,rakaznar_fragment_#2,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9916,rakaznar_fragment_#3,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9917,rakaznar_fragment_#4,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9918,sheet_of_rakaznar_metal_#a,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9919,sheet_of_rakaznar_metal_#b,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9920,sheet_of_rakaznar_metal_#c,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9921,sheet_of_rakaznar_metal_#d,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9922,sheet_of_rakaznar_metal_#e,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9923,sheet_of_rakaznar_metal_#f,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9924,sheet_of_rakaznar_metal_#g,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9925,sheet_of_rakaznar_metal_#h,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9926,rakaznar_seal,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9927,rakaznar_sapphire,SEED,99,0,24640,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9928,rakaznar_starstone,SEED,99,0,24640,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9929,chunk_of_eikondrite,SEED,99,0,24640,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9930,chunk_of_octahedrite,SEED,99,0,24640,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9931,chunk_of_hexahedrite,SEED,99,0,24640,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9932,chunk_of_mesosiderite,SEED,99,0,24640,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9933,golden_shell,SEED,12,0,4,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
